School Year,System Id,System Name,AJC_ATL_metro_ID,School Id,School Name,Grade Configuration,Grade Cluster,CCRPI Score,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points
2012,769,Chickamauga City,N,0211,Gordon Lee High School,"09, 10, 11, 12",H,85.5,59.9,9.6,14.1,0,1.9,1.9
2012,629,Clarke County,N,5056,Chase Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.5,62.3,11.9,15,0,7.3,7.3
2012,629,Clarke County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,78.2,54.4,10.1,12,0,1.7,1.7
2012,629,Clarke County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,75.5,53,9.9,9.8,0,2.8,2.8
2012,664,Gordon County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,79.8,53,9.2,14.1,0,3.5,3.5
2012,629,Clarke County,N,3056,Barrow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.5,61.2,11.3,12,0,1,1
2012,629,Clarke County,N,0391,Whit Davis Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.9,56.8,10.1,10.5,0,5.5,5.5
2012,629,Clarke County,N,0178,Timothy Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,80.9,57.8,10,9,0.5,3.6,4.1
2012,629,Clarke County,N,0112,Judia Jackson Harris Elementary,"PK, KK, 01, 02, 03, 04, 05",E,80.3,52.5,10.2,12,0.5,5.1,5.6
2012,629,Clarke County,N,0196,Coile Middle School,"06, 07, 08",M,80,54.7,10.2,12,0,3.1,3.1
2012,629,Clarke County,N,5058,Hilsman Middle School,"06, 07, 08",M,79.9,55.8,10.1,9.8,0,4.2,4.2
2012,629,Clarke County,N,1058,Clarke Middle School,"06, 07, 08",M,79.7,56.2,10.1,12,0,1.4,1.4
2012,629,Clarke County,N,1062,Whitehead Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.9,51.6,10,9,0,7.3,7.3
2012,629,Clarke County,N,0296,Burney-Harris-Lyons Middle School,"06, 07, 08",M,76.3,51.9,10,12,0,2.4,2.4
2012,629,Clarke County,N,2056,Barnett Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.6,54,10.6,8.3,0,2.7,2.7
2012,629,Clarke County,N,0191,Cleveland Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,74.1,51.9,9.2,9,0,4,4
2012,629,Clarke County,N,3058,Fowler Drive Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.7,50.2,9.6,9,0,3.9,3.9
2012,629,Clarke County,N,0105,Alps Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.7,47.7,9.9,11.3,0,2.8,2.8
2012,629,Clarke County,N,4060,Oglethorpe Avenue Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,70.3,50.5,9.7,8.3,0,1.8,1.8
2012,629,Clarke County,N,2062,Winterville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.9,50.3,7.5,8.3,0,1.8,1.8
2012,629,Clarke County,N,0291,Howard B. Stroud Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.9,47.7,10.1,7.5,0,2.6,2.6
2012,629,Clarke County,N,0102,Cedar Shoals High School,"09, 10, 11, 12",H,67.9,44.1,8.9,13.1,0,1.8,1.8
2012,629,Clarke County,N,5556,Clarke Central High School,"09, 10, 11, 12",H,67.8,46.3,9.4,10.3,0,1.8,1.8
2012,629,Clarke County,N,0205,Gaines Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.9,44.5,8.4,6,0,1,1
2012,629,Clarke County,N,0104,Classic City High School,"09, 10, 11, 12",H,47.6,32.7,7.8,NA,0,0,0
2012,630,Clay County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,72.5,48,7.2,11.3,0,6,6
2012,630,Clay County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,66.1,47.1,10.2,6.8,0,2,2
2012,630,Clay County,N,0104,Clay County Middle School,"06, 07, 08",M,73,48,7.2,11.3,0.5,6,6.5
2012,630,Clay County,N,0204,Clay County Elementary,"PK, KK, 01, 02, 03, 04, 05",E,66.6,47.1,10.2,6.8,0.5,2,2.5
2012,761,Atlanta Public Schools,Y,4568,Washington High School Senior Academy,"10, 11, 12",H,52.9,35.4,7.5,7.5,1,1.5,2.5
2012,761,Atlanta Public Schools,Y,2569,West Manor Elementary School,"KK, 01, 02, 03, 04, 05",E,97.1,64.9,10.5,14.3,1.5,5.9,7.4
2012,761,Atlanta Public Schools,Y,3069,White Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48.4,34.9,8.3,3.8,0.5,0.9,1.4
2012,761,Atlanta Public Schools,Y,3569,Whitefoord Elementary School,"KK, 01, 02, 03, 04, 05",E,56.1,40.4,6.2,6,0.5,3,3.5
2012,761,Atlanta Public Schools,Y,5569,Woodson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.3,34.8,7.2,6.8,0.5,0,0.5
2012,761,Atlanta Public Schools,Y,0282,Young Middle School,"06, 07, 08",M,67.2,48.4,8.1,9,0,1.7,1.7
2012,631,Clayton County,Y,0177,Adamson Middle School,"06, 07, 08",M,77.3,54.4,10.3,10.5,0.5,1.6,2.1
2012,631,Clayton County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,77.5,54.7,10.3,11.3,0,1.2,1.2
2012,631,Clayton County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,70.2,51.5,9.7,9,0,0,0
2012,713,Pierce County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,79.8,54.4,8.3,13.1,0,4,4
2012,631,Clayton County,Y,1050,Anderson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.1,53.1,10.2,7.5,1,5.3,6.3
2012,631,Clayton County,Y,1550,Arnold Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,91.1,60.4,10.6,12.8,1,6.3,7.3
2012,631,Clayton County,Y,3050,Babb Middle School,"06, 07, 08",M,81.1,56.1,10,12,0.5,2.5,3
2012,631,Clayton County,Y,0175,Brown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,74,51.6,10,8.3,0.5,3.6,4.1
2012,631,Clayton County,Y,0103,Callaway Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.5,48,10.3,12.8,0,6.4,6.4
2012,631,Clayton County,Y,0115,Charles R. Drew High School,"09, 10, 11, 12",H,50.4,30.4,8.7,11.3,0,0,0
2012,631,Clayton County,Y,4050,Church Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.7,45.5,8.4,5.3,0.5,0,0.5
2012,631,Clayton County,Y,1052,East Clayton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,81.9,55,11,12.8,0.5,2.6,3.1
2012,631,Clayton County,Y,0116,Eddie White Academy,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,81.2,55.7,9.9,13.5,0.5,1.6,2.1
2012,631,Clayton County,Y,0116,Eddie White Academy,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,75.7,51.2,9.9,12,1.5,1.1,2.6
2012,631,Clayton County,Y,5052,Edmonds Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,65.9,49.4,8.9,6,1,0.6,1.6
2012,631,Clayton County,Y,0114,Elite Scholars Academy School,"06, 07, 08, 09, 10",M,100,65.6,11.6,15,2,5.8,7.8
2012,631,Clayton County,Y,0114,Elite Scholars Academy School,"06, 07, 08, 09, 10",H,85.4,57.5,11.7,15,0,1.2,1.2
2012,631,Clayton County,Y,1054,Forest Park High School,"09, 10, 11, 12",H,58,38.2,8.5,11.3,0,0,0
2012,631,Clayton County,Y,2054,Forest Park Middle School,"06, 07, 08",M,83.4,55.2,11,12.8,0.5,3.9,4.4
2012,631,Clayton County,Y,2554,Fountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.1,48.9,10.2,10.5,0.5,1,1.5
2012,631,Clayton County,Y,0203,Harper Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.4,46.7,7.9,3.8,1,0,1
2012,631,Clayton County,Y,0199,Hawthorne Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.5,49.3,9.6,7.5,0.5,0.6,1.1
2012,631,Clayton County,Y,3054,Haynie Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.4,51.9,9.8,9.8,0.5,3.4,3.9
2012,631,Clayton County,Y,5054,Huie Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.2,45.1,7.8,6.8,0.5,0,0.5
2012,631,Clayton County,Y,0304,James Jackson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.7,56.3,9.2,7.5,0,2.7,2.7
2012,631,Clayton County,Y,1056,Jonesboro High School,"09, 10, 11, 12",H,62.9,42.3,9.3,11.3,0,0,0
2012,631,Clayton County,Y,0106,Jonesboro Middle School,"06, 07, 08",M,70.6,52.3,9.5,8.3,0.5,0,0.5
2012,631,Clayton County,Y,0305,Kemp Elem School,"03, 04, 05",E,67,49.9,9.3,6.8,1,0,1
2012,631,Clayton County,Y,0205,Kemp Primary,"PK, KK, 01, 02",E,79.1,54.7,NA,NA,1,,1
2012,631,Clayton County,Y,0197,Kendrick Middle School,"06, 07, 08",M,76.6,53.3,10.3,11.3,0.5,1.2,1.7
2012,631,Clayton County,Y,0173,Kilpatrick Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.7,52,9.3,8.3,0.5,2.6,3.1
2012,631,Clayton County,Y,4056,Lake City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.3,54.7,10.8,8.3,0.5,5,5.5
2012,631,Clayton County,Y,0295,Lake Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.3,52,9.4,9.8,0.5,0.6,1.1
2012,631,Clayton County,Y,1058,Lee Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.8,54.8,10.4,9,0.5,3.1,3.6
2012,631,Clayton County,Y,0190,Lovejoy High School,"09, 10, 11, 12",H,61.6,42.2,9.1,10.3,0,0,0
2012,631,Clayton County,Y,0191,Lovejoy Middle School,"06, 07, 08",M,77.4,53,10.7,12,0.5,1.2,1.7
2012,631,Clayton County,Y,0100,M. D. Roberts Middle School,"06, 07, 08",M,88.4,60.2,10.8,12,1,4.4,5.4
2012,631,Clayton County,Y,0204,"Martin Luther King, Jr. Elementary School","PK, KK, 01, 02, 03, 04, 05",E,71.4,49.7,10.2,10.5,1,0,1
2012,631,Clayton County,Y,2058,Morrow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.3,56.8,9.4,11.3,0.5,8.3,8.8
2012,631,Clayton County,Y,4058,Morrow High School,"09, 10, 11, 12",H,62.2,39.9,8.9,13.1,0,0.3,0.3
2012,631,Clayton County,Y,0117,Morrow Middle School,"06, 07, 08",M,78.9,54.1,10.5,11.3,0.5,2.5,3
2012,631,Clayton County,Y,0176,Mount Zion Elementary School,"03, 04, 05",E,72.4,52.3,10,8.3,0.5,1.3,1.8
2012,631,Clayton County,Y,0290,Mount Zion High School,"09, 10, 11, 12",H,65.3,44.2,8.9,12.2,0,0,0
2012,631,Clayton County,Y,0109,Mount Zion Primary,"PK, KK, 01, 02",E,90.1,62.7,NA,NA,0.5,,0.5
2012,631,Clayton County,Y,0104,Mundy's Mill High School,"09, 10, 11, 12",H,58.8,40.1,8.4,10.3,0,0,0
2012,631,Clayton County,Y,0174,Mundys Mill Middle School,"06, 07, 08",M,80.7,55.7,10.6,10.5,0.5,3.4,3.9
2012,631,Clayton County,Y,2052,North Clayton High School,"09, 10, 11, 12",H,53,38.2,8.2,6.6,0,0,0
2012,631,Clayton County,Y,3052,North Clayton Middle School,"06, 07, 08",M,71,50.6,9.5,9.8,0.5,0.6,1.1
2012,631,Clayton County,Y,1060,Northcutt Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,73.8,52.5,10.4,9.8,0.5,0.6,1.1
2012,631,Clayton County,Y,0276,Oliver Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78.9,53.5,10.6,11.3,1,2.5,3.5
2012,631,Clayton County,Y,0181,Pointe South Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.5,50.1,9.8,9.8,0.5,2.3,2.8
2012,631,Clayton County,Y,0277,Pointe South Middle School,"06, 07, 08",M,75.4,51.7,10.2,10.5,0,3,3
2012,631,Clayton County,Y,0207,Rex Mill Middle School,"06, 07, 08",M,82.3,57.7,10.2,9.8,0.5,4.1,4.6
2012,631,Clayton County,Y,2060,Riverdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,46.6,8,6,1,0,1
2012,631,Clayton County,Y,0377,Riverdale High School,"09, 10, 11, 12",H,57.7,38.6,9.3,9.4,0,0.4,0.4
2012,631,Clayton County,Y,3060,Riverdale Middle School,"06, 07, 08",M,80.3,55,10.8,12.8,0.5,1.2,1.7
2012,631,Clayton County,Y,0195,River's Edge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78.7,52,9.4,13.5,1,2.8,3.8
2012,631,Clayton County,Y,0200,Roberta T. Smith Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.6,48,8.6,4.5,0.5,0,0.5
2012,631,Clayton County,Y,0107,Sequoyah Middle School,"06, 07, 08",M,72.9,51.5,9.2,9.8,0.5,1.9,2.4
2012,631,Clayton County,Y,4060,Suder Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.6,55.2,10.5,12,0.5,4.4,4.9
2012,631,Clayton County,Y,5060,Swint Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.2,49.6,8.2,8.3,0.5,0.6,1.1
2012,632,Clinch County,N,0201,Clinch County Middle School,"05, 06, 07",E,89.8,56.3,11.8,13.5,0.5,7.7,8.2
2012,767,Cartersville City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,79.4,54.5,10.6,13.1,0,1.2,1.2
2012,632,Clinch County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,74.7,53.5,9.8,9.8,0,1.6,1.6
2012,632,Clinch County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,71.7,49.2,9.7,11.3,0,1.5,1.5
2012,632,Clinch County,N,1050,Clinch County High School,"08, 09, 10, 11, 12",H,85,55.7,10.7,12.2,0,6.4,6.4
2012,632,Clinch County,N,0201,Clinch County Middle School,"05, 06, 07",M,81.8,54.1,9.9,12.8,0.5,4.5,5
2012,632,Clinch County,N,0101,Clinch County Elementary School,"PK, KK, 01, 02, 03, 04",E,67.1,47.1,8.1,9,0.5,2.4,2.9
2012,632,Clinch County,N,1050,Clinch County High School,"08, 09, 10, 11, 12",M,66.6,46.2,9.1,9.8,0,1.5,1.5
2012,631,Clayton County,Y,1062,Tara Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,86.5,53,11.7,14.3,0.5,7,7.5
2012,631,Clayton County,Y,0105,Thurgood Marshall Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.2,52.8,11.7,7.5,0.5,4.7,5.2
2012,631,Clayton County,Y,0307,Unidos Dual Language Charter School,"PK, KK, 01, 02, 03, 04, 05, 06",E,71.4,52,10.1,8.3,1,0,1
2012,631,Clayton County,Y,0307,Unidos Dual Language Charter School,"PK, KK, 01, 02, 03, 04, 05, 06",M,71.1,48.8,10.8,NA,1,,1
2012,631,Clayton County,Y,2062,West Clayton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.6,48,9.3,14.3,1,0,1
2012,631,Clayton County,Y,5056,William M. McGarrah Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,68.3,51,9.9,4.5,1,1.9,2.9
2012,633,Cobb County,Y,0302,Acworth Intermediate School,"02, 03, 04, 05",E,85.7,54.1,9.9,13.5,1,7.2,8.2
2012,633,Cobb County,Y,0289,Addison Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,95.3,63.2,11.5,15,1,4.6,5.6
2012,757,Wilkes County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,79.2,52.3,11.1,12.2,0,3.6,3.6
2012,633,Cobb County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,87.1,61.2,10.5,11.3,0,4.1,4.1
2012,633,Cobb County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,85.4,58,10.7,11.3,0,5.4,5.4
2012,633,Cobb County,Y,0209,Allatoona High School,"09, 10, 11, 12",H,88.9,59.6,11.3,15,0,3,3
2012,633,Cobb County,Y,2050,Argyle Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,70.4,45.2,9.6,9,0.5,6.1,6.6
2012,633,Cobb County,Y,0402,Austell Intermediate School,"02, 03, 04, 05",E,84.7,54.9,11.2,12,0.5,6.1,6.6
2012,633,Cobb County,Y,0207,Austell Primary School,"PK, KK, 01",E,98.1,68,NA,NA,1,,1
2012,633,Cobb County,Y,4050,Awtrey Middle School,"06, 07, 08",M,91,63.3,10.8,12.8,0.5,3.6,4.1
2012,633,Cobb County,Y,0189,Baker Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.9,60.6,11.4,15,0.5,5.4,5.9
2012,633,Cobb County,Y,0407,Barber Middle School,"06, 07, 08",M,86.6,59.8,10.3,11.3,0.5,4.7,5.2
2012,633,Cobb County,Y,5050,Bells Ferry Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,93.4,62.8,9.8,15,0.5,5.3,5.8
2012,633,Cobb County,Y,1052,Belmont Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78.7,43.3,12.2,14.3,1,7.9,8.9
2012,633,Cobb County,Y,0504,Big Shanty Elementary School,"03, 04, 05",E,81.9,57.3,10,11.3,0.5,2.8,3.3
2012,633,Cobb County,Y,0173,Birney Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.7,45.6,10,7.5,0.5,1.1,1.6
2012,633,Cobb County,Y,0399,Blackwell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.8,58.8,10.1,14.3,0.5,5.1,5.6
2012,633,Cobb County,Y,4052,Brown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,81.2,50.6,10.2,12.8,1,6.6,7.6
2012,633,Cobb County,Y,5052,Brumby Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.3,47.7,10.7,11.3,1.5,4.1,5.6
2012,633,Cobb County,Y,0592,Bryant Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.9,48.8,11.6,9.8,1.5,4.2,5.7
2012,633,Cobb County,Y,0104,Bullard Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,91.4,62.9,10.1,15,0.5,2.9,3.4
2012,633,Cobb County,Y,1054,Campbell High School,"09, 10, 11, 12",H,71,47.9,9.7,10.3,0.5,2.6,3.1
2012,633,Cobb County,Y,0290,Campbell Middle School,"06, 07, 08",M,78.8,53.9,9.6,12,0,3.3,3.3
2012,633,Cobb County,Y,0198,Chalker Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,90.2,60.7,10.2,15,0.5,3.8,4.3
2012,633,Cobb County,Y,0298,Cheatham Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,87.9,59.4,10.2,12.8,1,4.5,5.5
2012,633,Cobb County,Y,2054,Clarkdale Elementary School,"KK, 01, 02, 03, 04, 05",E,70.6,49.9,10.4,8.3,1,1,2
2012,633,Cobb County,Y,3054,Clay Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.4,46.5,10,14.3,0.5,8.1,8.6
2012,633,Cobb County,Y,3556,Compton Elementary School,"KK, 01, 02, 03, 04, 05",E,61.1,40,9.8,9,0.5,1.8,2.3
2012,633,Cobb County,Y,0502,Cooper Middle School,"06, 07, 08",M,78.6,54.5,10.1,9.8,0.5,3.7,4.2
2012,633,Cobb County,Y,4056,Daniell Middle School,"06, 07, 08",M,85.2,60.2,9.5,11.3,0.5,3.7,4.2
2012,633,Cobb County,Y,0388,Davis Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.4,67,11.2,15,0.5,2.7,3.2
2012,633,Cobb County,Y,0807,Devereux Ackerman Academy,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,NA,NA,NA,NA,NA,NA,NA
2012,633,Cobb County,Y,0807,Devereux Ackerman Academy,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,NA,NA,NA,NA,NA,NA,NA
2012,633,Cobb County,Y,0807,Devereux Ackerman Academy,"01, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,NA,NA,NA,NA,NA,NA,NA
2012,633,Cobb County,Y,0281,Dickerson Middle School,"06, 07, 08",M,99.2,68.6,11.5,15,2,2.1,4.1
2012,633,Cobb County,Y,0275,Dodgen Middle School,"06, 07, 08",M,97.7,68.2,10.7,15,1.5,2.3,3.8
2012,633,Cobb County,Y,0190,Dowell Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.4,53.8,11.4,12.8,0,5.4,5.4
2012,633,Cobb County,Y,5056,Due West Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96,67.8,9.8,15,0.5,2.9,3.4
2012,633,Cobb County,Y,0299,Durham Middle School,"06, 07, 08",M,96.3,66.3,10.9,15,1.5,2.6,4.1
2012,633,Cobb County,Y,1056,East Cobb Middle School,"06, 07, 08",M,80.8,56.2,10.3,12,0.5,1.8,2.3
2012,633,Cobb County,Y,0114,East Side Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97,68.3,10.9,15,0.5,2.3,2.8
2012,633,Cobb County,Y,5068,Eastvalley Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,87.4,58.3,11.7,13.5,0.5,3.4,3.9
2012,633,Cobb County,Y,3058,Fair Oaks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,72.5,46.9,9.6,9,0.5,6.5,7
2012,633,Cobb County,Y,5058,Floyd Middle School,"06, 07, 08",M,79.4,54.5,9.8,9.8,1,4.3,5.3
2012,633,Cobb County,Y,0292,Ford Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,96.5,67.4,11.4,15,0.5,2.2,2.7
2012,633,Cobb County,Y,0297,Frey Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.4,63.3,10.3,15,0.5,3.3,3.8
2012,633,Cobb County,Y,1060,Garrett Middle School,"06, 07, 08",M,74.7,51.1,9.4,12,0.5,1.7,2.2
2012,633,Cobb County,Y,0185,Garrison Mill Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.1,67,12.4,15,0.5,2.2,2.7
2012,633,Cobb County,Y,0397,Green Acres Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,68.5,43.4,10.7,11.3,0.5,2.6,3.1
2012,633,Cobb County,Y,2560,Griffin Middle School,"06, 07, 08",M,77.2,54.3,9.9,9.8,0.5,2.7,3.2
2012,633,Cobb County,Y,3060,Harmony-Leland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,87.5,54.5,10.8,15,1.5,5.7,7.2
2012,633,Cobb County,Y,0192,Harrison High School,"09, 10, 11, 12",H,93.9,64.9,12,15,0.5,1.5,2
2012,633,Cobb County,Y,0194,Hayes Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,79.9,52.1,10.9,13.5,0.5,2.9,3.4
2012,633,Cobb County,Y,0394,Hightower Trail Middle School,"06, 07, 08",M,99.5,69.1,11.7,15,1.5,2.2,3.7
2012,633,Cobb County,Y,0707,Hillgrove High School,"09, 10, 11, 12",H,93.1,62.7,12.3,15,0.5,2.6,3.1
2012,633,Cobb County,Y,4560,Hollydale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,65.7,44.5,9.4,6.8,1,4,5
2012,633,Cobb County,Y,0111,Imagine International Academy of Mableton,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,67.9,50.1,8,8.3,0.5,1,1.5
2012,633,Cobb County,Y,0111,Imagine International Academy of Mableton,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,57.6,42.7,8.6,5.3,0,1,1
2012,633,Cobb County,Y,0110,International Academy of Smyrna,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,78.5,51.2,10.2,14.3,0.5,2.3,2.8
2012,633,Cobb County,Y,0110,International Academy of Smyrna,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,74.5,51.4,11.4,11.3,0,0.4,0.4
2012,633,Cobb County,Y,0187,Keheley Elementary School,"KK, 01, 02, 03, 04, 05",E,96.7,65.1,11.7,15,0.5,4.4,4.9
2012,633,Cobb County,Y,0103,Kell High School,"09, 10, 11, 12",H,82.7,57.3,9.7,13.1,1,1.6,2.6
2012,633,Cobb County,Y,0203,Kemp Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,98.2,67.7,11.9,15,1,2.6,3.6
2012,633,Cobb County,Y,0304,Kennesaw Charter School,"KK, 01, 02, 03, 04, 05, 06",E,91.2,62.4,12.5,14.3,0,2,2
2012,633,Cobb County,Y,0304,Kennesaw Charter School,"KK, 01, 02, 03, 04, 05, 06",M,79.3,58.6,8.8,NA,0,,0
2012,633,Cobb County,Y,0404,Kennesaw Elem School,"PK, KK, 01, 02",E,97.2,67.7,NA,NA,0.5,,0.5
2012,633,Cobb County,Y,0101,Kennesaw Mountain High School,"09, 10, 11, 12",H,89.3,59.8,11.1,15,0.5,2.9,3.4
2012,633,Cobb County,Y,0273,Kincaid Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92.4,63.6,8.7,15,1.5,3.6,5.1
2012,633,Cobb County,Y,2062,King Springs Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97,64.2,12.5,15,1,4.3,5.3
2012,633,Cobb County,Y,3062,LaBelle Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,69.6,43.2,9.4,11.3,0.5,5.2,5.7
2012,633,Cobb County,Y,0381,Lassiter High School,"09, 10, 11, 12",H,94.4,66,11.8,15,0.5,1.1,1.6
2012,633,Cobb County,Y,0287,Lewis Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.7,61,9.6,13.5,0.5,5.1,5.6
2012,624,Charlton County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,79.1,50.6,11.1,13.1,0,4.3,4.3
2012,633,Cobb County,Y,0309,Lindley 6th Grade Academy,6,M,76.3,46.9,9.8,14.3,0.5,4.8,5.3
2012,633,Cobb County,Y,0202,Lindley Middle School,"06, 07, 08",M,77.3,55.2,10.7,9,0,2.4,2.4
2012,633,Cobb County,Y,0499,Lost Mountain Middle School,"06, 07, 08",M,95.3,66.5,10.6,15,1,2.2,3.2
2012,633,Cobb County,Y,0607,Lovinggood Middle School,"06, 07, 08",M,96,66.8,10.8,15,0.5,2.9,3.4
2012,633,Cobb County,Y,5062,Mableton Elementary School,"KK, 01, 02, 03, 04, 05",E,88.5,55.2,11.3,13.5,1,7.5,8.5
2012,633,Cobb County,Y,0178,Mabry Middle School,"06, 07, 08",M,98.4,68.5,10.6,15,2,2.3,4.3
2012,633,Cobb County,Y,0107,McCall Primary School,"PK, KK, 01",E,96.4,67.1,NA,NA,0.5,,0.5
