School Year,System Id,System Name,AJC_ATL_metro_ID,School Id,School Name,Grade Configuration,Grade Cluster,CCRPI Score,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points
2012,711,Peach County,N,2052,Peach County High School,"09, 10, 11, 12",H,66.2,43.6,7.9,13.1,0.5,1.1,1.6
2012,711,Peach County,N,0191,Fort Valley Middle School,"06, 07, 08",M,65.3,49.2,8.9,6,0,1.2,1.2
2012,711,Peach County,N,0210,Hunt Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.4,43.9,9,7.5,1,3,4
2012,784,Pelham City,N,0201,Pelham City Middle School,"06, 07, 08",M,80.9,54.2,8.8,11.3,0.5,6.1,6.6
2012,784,Pelham City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,80.4,54.2,8.8,11.3,0,6.1,6.1
2012,665,Grady County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,67.1,47.2,9.4,9.4,0,1.1,1.1
2012,784,Pelham City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,63.5,46.5,8.6,7.5,0,0.9,0.9
2012,784,Pelham City,N,0111,Pelham High School,"09, 10, 11, 12",H,66.9,46.6,9.2,9.4,0,1.7,1.7
2012,784,Pelham City,N,3050,Pelham Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.5,46.5,8.6,7.5,1,0.9,1.9
2012,712,Pickens County,N,0103,Hill City Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.6,61.2,8.4,13.5,1,5.5,6.5
2012,712,Pickens County,N,0403,Jasper Middle School,"06, 07, 08",M,88,61.4,9.9,12,0.5,4.2,4.7
2012,712,Pickens County,N,0189,Pickens County Middle School,"06, 07, 08",M,85.8,60.2,10.1,11.3,0.5,3.7,4.2
2012,712,Pickens County,N,0106,Harmony Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82.1,58,9.2,11.3,0.5,3.1,3.6
2012,712,Pickens County,N,0198,Pickens County High School,"09, 10, 11, 12",H,77.9,53.7,9.4,11.3,0,3.5,3.5
2012,712,Pickens County,N,0303,Tate Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.8,55.2,8.7,10.5,1,2.4,3.4
2012,712,Pickens County,N,0203,Jasper Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,76.4,55.8,9.1,9.8,0.5,1.2,1.7
2012,712,Pickens County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,85.8,60.8,10,11.3,0,3.7,3.7
2012,712,Pickens County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,79.6,57.9,8.8,10.5,0,2.4,2.4
2012,699,Meriwether County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,67.1,42.8,9.7,12.2,0,2.4,2.4
2012,713,Pierce County,N,4050,Patterson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,97.9,67.1,9.3,15,1,5.5,6.5
2012,713,Pierce County,N,0112,Midway Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.6,62.8,11.7,15,0.5,4.6,5.1
2012,713,Pierce County,N,0197,Pierce County Middle School,"06, 07, 08",M,92.5,63.1,9.8,13.5,0,6.1,6.1
2012,713,Pierce County,N,0182,Pierce County High School,"09, 10, 11, 12",H,80,54.6,8.3,13.1,0,4,4
2012,713,Pierce County,N,0297,Blackshear Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.1,53.3,9.8,9.8,0.5,3.7,4.2
2012,713,Pierce County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,92.5,63.1,9.8,13.5,0,6.1,6.1
2012,713,Pierce County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,88.3,59.5,10.2,12.8,0,5.8,5.8
2012,755,Whitfield County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,67.1,45.7,9.5,9.4,0,2.5,2.5
2012,714,Pike County,N,0188,Pike County Primary School,"PK, KK, 01, 02",E,88.4,60.8,NA,NA,1.5,,1.5
2012,714,Pike County,N,0195,Pike County Middle School,"06, 07, 08",M,85.8,60.3,9.3,11.3,1.5,3.4,4.9
2012,714,Pike County,N,0101,Pike County Elementary School,"03, 04, 05",E,80.5,56.4,9.2,11.3,1.5,2.1,3.6
2012,714,Pike County,N,0194,Pike County High School,"09, 10, 11, 12",H,73.2,51.6,8.2,11.3,0.5,1.6,2.1
2012,714,Pike County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,84.3,60.3,9.3,11.3,0,3.4,3.4
2012,714,Pike County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,78.9,56.3,9.2,11.3,0,2.1,2.1
2012,629,Clarke County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,67,44.4,9.1,12.2,0,1.3,1.3
2012,715,Polk County,N,0207,Harpst Academy,"04, 05, 06, 07, 08, 09, 10, 11",H,NA,NA,NA,NA,NA,NA,NA
2012,715,Polk County,N,0207,Harpst Academy,"04, 05, 06, 07, 08, 09, 10, 11",E,NA,NA,NA,NA,NA,NA,NA
2012,715,Polk County,N,0183,Cherokee Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.9,59.3,10.1,12,1,6.5,7.5
2012,715,Polk County,N,0274,Eastside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.4,57.9,10.7,12,0.5,4.3,4.8
2012,715,Polk County,N,0104,Rockmart Middle School,"06, 07, 08",M,79.5,55.8,9.2,12,0.5,2,2.5
2012,715,Polk County,N,0188,Northside Elementary,"PK, KK, 01, 02, 03, 04, 05",E,76.2,52.2,10.4,9.8,1,2.8,3.8
2012,715,Polk County,N,0310,Youngs Grove Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.8,53.6,9,7.5,1.5,4.2,5.7
2012,715,Polk County,N,0103,Cedartown Middle School,"06, 07, 08",M,75.5,53,8.7,11.3,0.5,2,2.5
2012,715,Polk County,N,0102,Rockmart High School,"09, 10, 11, 12",H,75.1,48.2,10.4,13.1,0.5,2.9,3.4
2012,715,Polk County,N,5050,Cedartown High School,"09, 10, 11, 12",H,73.8,46.1,9.8,15,0,2.9,2.9
2012,715,Polk County,N,0174,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.7,52.6,8.3,8.3,1.5,1,2.5
2012,715,Polk County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,77.2,53.7,8.9,11.3,0,3.3,3.3
2012,715,Polk County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,75.5,54.6,9.6,8.3,0,3,3
2012,784,Pelham City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.9,46.6,9.2,9.4,0,1.7,1.7
2012,715,Polk County,N,0210,Van Wert Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.6,49.7,8.6,8.3,0,0,0
2012,715,Polk County,N,0207,Harpst Academy,"04, 05, 06, 07, 08, 09, 10, 11",M,35.6,24.5,5.8,NA,0,0,0
2012,716,Pulaski County,N,0195,Pulaski County Middle School,"06, 07, 08",M,81.9,55.1,10.1,12,0.5,4.2,4.7
2012,716,Pulaski County,N,2050,Hawkinsville High School,"09, 10, 11, 12",H,77.1,49.6,10.7,14.1,0,2.7,2.7
2012,716,Pulaski County,N,3050,Pulaski County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,73.6,50.5,9.8,12.8,0.5,0,0.5
2012,716,Pulaski County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,81.4,55.1,10.1,12,0,4.2,4.2
2012,698,McIntosh County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.7,45.2,10.5,9.4,0,1.6,1.6
2012,716,Pulaski County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,73.1,50.5,9.8,12.8,0,0,0
2012,717,Putnam County,N,0112,Putnam County Primary School,"PK, KK, 01, 02",E,93.5,65.1,NA,NA,0.5,,0.5
2012,717,Putnam County,N,0113,Putnam County Elementary School,"03, 04, 05",E,93.4,59.8,11.2,13.5,0.5,8.4,8.9
2012,717,Putnam County,N,0111,Putnam County Middle School,"06, 07, 08",M,91,59.1,10.3,13.5,1,7.1,8.1
2012,717,Putnam County,N,0114,Putnam County High School,"09, 10, 11, 12",H,75.5,48,10.7,12.2,0.5,4.1,4.6
2012,717,Putnam County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,92.7,59.6,11.2,13.5,0,8.4,8.4
2012,717,Putnam County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,90,59.1,10.3,13.5,0,7.1,7.1
2012,673,Hart County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.6,47.8,8,9.4,0,1.4,1.4
2012,644,DeKalb County,Y,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.4,45.1,10,11.3,0,0,0
2012,718,Quitman County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,47.9,36.6,4.5,6.8,0,0,0
2012,718,Quitman County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,47.6,36.6,7.2,3.8,0,0,0
2012,718,Quitman County,N,0110,Quitman County High School,"09, 10, 11, 12",H,56.9,39.5,7.8,NA,0,1.3,1.3
2012,718,Quitman County,N,0199,Quitman County Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,48.1,36.6,7.2,3.8,0.5,0,0.5
2012,718,Quitman County,N,0199,Quitman County Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,47.9,36.6,4.5,6.8,0,0,0
2012,719,Rabun County,N,3550,Rabun Gap Community School,"PK, KK, 01, 02",E,98.6,68,NA,NA,1.5,,1.5
2012,719,Rabun County,N,0105,Rabun County Elementary School,"03, 04, 05, 06",M,92.7,60.6,10.9,13.5,1,6.7,7.7
2012,719,Rabun County,N,5050,South Rabun Elementary School,"PK, KK, 01, 02",E,90.4,62.2,NA,NA,1.5,,1.5
2012,719,Rabun County,N,0100,Rabun County Middle School,"07, 08",M,86.6,61.9,8.2,10.5,1,5,6
2012,719,Rabun County,N,0105,Rabun County Elementary School,"03, 04, 05, 06",E,86,56.7,8.9,12,1,7.4,8.4
2012,719,Rabun County,N,0177,Rabun County High School ,"09, 10, 11, 12",H,82.8,53.8,9.6,14.1,1,4.3,5.3
2012,719,Rabun County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,87.4,62,9,12,0,4.4,4.4
2012,719,Rabun County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,85.7,57.4,8.9,12,0,7.4,7.4
2012,759,Worth County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.3,45.2,8.6,10.3,0,2.2,2.2
2012,720,Randolph County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,58.6,45.2,7.4,6,0,0,0
2012,720,Randolph County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,58.6,43.1,9.5,6,0,0,0
2012,661,Gilmer County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,66.1,49.1,7.6,8.4,0,1,1
2012,720,Randolph County,N,0101,Randolph Clay Middle School,"06, 07, 08",M,59.1,45.2,7.4,6,0.5,0,0.5
2012,720,Randolph County,N,2050,Randolph County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.1,43.1,9.5,6,0.5,0,0.5
2012,720,Randolph County,N,0201,Randolph Clay High School,"09, 10, 11, 12",H,57.9,36.7,9,12.2,0,0,0
2012,721,Richmond County,N,0107,Lighthouse Care Center of Augusta,"06, 07, 08, 09, 10, 11",M,NA,NA,NA,NA,NA,NA,NA
2012,721,Richmond County,N,3556,Johnson Magnet,"07, 08, 09, 10, 11, 12",M,101.2,69.2,10.2,15,1.5,5.3,6.8
2012,721,Richmond County,N,3556,Johnson Magnet,"07, 08, 09, 10, 11, 12",H,101.2,68.8,11.9,15,1.5,4,5.5
2012,721,Richmond County,N,4562,Davidson Magnet School,"06, 07, 08, 09, 10, 11, 12",M,100.9,69.5,11.9,15,1.5,3,4.5
2012,721,Richmond County,N,4562,Davidson Magnet School,"06, 07, 08, 09, 10, 11, 12",H,98.7,69.5,11.3,15,1,1.9,2.9
2012,721,Richmond County,N,1064,Walker Traditional Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,92.8,63.8,9.4,15,0.5,4.1,4.6
2012,721,Richmond County,N,1064,Walker Traditional Elementary School,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,91.7,62.8,8.3,14.3,1.5,4.8,6.3
2012,721,Richmond County,N,0103,Freedom Park Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,87.5,59.7,10.5,14.3,1,2,3
2012,721,Richmond County,N,1054,Garrett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,80.8,54.9,9.4,11.3,0,5.2,5.2
2012,721,Richmond County,N,0300,Lake Forest Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,77.5,56.4,9.3,11.3,0.5,0,0.5
2012,721,Richmond County,N,0103,Freedom Park Elementary,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,76.1,57,8.8,9,0.5,0.8,1.3
2012,721,Richmond County,N,0297,McBean Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,75.7,49.8,9.3,9.8,0.5,6.3,6.8
2012,721,Richmond County,N,0114,Pine Hill Middle School,"06, 07, 08",M,74.7,50,8.7,13.5,0.5,2,2.5
2012,721,Richmond County,N,2064,Warren Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,74.5,56.7,8.9,8.3,0,0.6,0.6
2012,721,Richmond County,N,1062,Rollins Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,74.1,49.2,10.1,13.5,0.5,0.8,1.3
2012,721,Richmond County,N,0105,Deer Chase Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,73,50.9,8.8,12,0,1.3,1.3
2012,721,Richmond County,N,0102,Hephzibah Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.7,51.6,9.1,9.8,0.5,0.7,1.2
2012,721,Richmond County,N,1060,National Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.4,50.3,10,7.5,0.5,3.1,3.6
2012,721,Richmond County,N,4058,Monte Sano Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,71.1,49.4,9.9,7.5,0.5,3.8,4.3
2012,721,Richmond County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,66.1,48.5,9.1,7.5,0,1,1
2012,721,Richmond County,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,65.5,47.6,8.9,9,0,0,0
2012,781,Marietta City,Y,0101,Marietta High School ,"09, 10, 11, 12",H,73,50.2,10.4,12.2,0,0.2,0.2
2012,721,Richmond County,N,0194,Goshen Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,70.2,52.8,9.4,7.5,0.5,0,0.5
2012,721,Richmond County,N,0201,Sue Reynolds Elementary School ,"PK, KK, 01, 02, 03, 04, 05",E,69,50.9,8.8,8.3,0,1,1
2012,721,Richmond County,N,1156,Hephzibah Middle School,"06, 07, 08",M,68.9,51.2,9,7.5,0.5,0.7,1.2
2012,721,Richmond County,N,5058,Murphey Middle Charter School,"06, 07, 08",M,67.4,46.1,9.5,11.3,0.5,0,0.5
2012,721,Richmond County,N,4062,Southside Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,67.3,45.2,9.6,12,0.5,0,0.5
2012,721,Richmond County,N,4762,Terrace Manor Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.6,46.3,10.2,8.3,0,1.8,1.8
2012,721,Richmond County,N,2052,Copeland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.4,47.8,8.3,9.8,0.5,0,0.5
2012,721,Richmond County,N,2058,Merry Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66.3,49.2,9,6.8,0.5,0.8,1.3
2012,721,Richmond County,N,0290,Willis Foreman Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,66,47.9,8.6,9,0.5,0,0.5
2012,721,Richmond County,N,1058,Langford Middle School,"06, 07, 08",M,65.7,43.4,8.9,12,0,1.4,1.4
2012,721,Richmond County,N,0294,Tobacco Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,64.9,46.9,9,9,0,0,0
2012,721,Richmond County,N,0100,Cross Creek High School,"09, 10, 11, 12",H,64.5,44.3,10.4,9.4,0,0.4,0.4
2012,721,Richmond County,N,0390,Spirit Creek Middle School,"06, 07, 08",M,64.4,47.3,8.1,9,0,0,0
2012,721,Richmond County,N,2574,Westside High School,"PK, 09, 10, 11, 12",H,64.3,46.4,9.1,8.4,0,0.4,0.4
2012,721,Richmond County,N,5564,Tutt Middle School,"06, 07, 08",M,64.3,42.7,9.1,11.3,0.5,0.7,1.2
2012,721,Richmond County,N,0205,Diamond Lakes Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,63.9,45.6,8.8,9,0.5,0,0.5
2012,721,Richmond County,N,4060,Academy of Richmond County High School,"09, 10, 11, 12",H,63.8,43.3,9.2,11.3,0,0,0
2012,721,Richmond County,N,0115,W.S. Hornsby K-8 School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,63.3,42.9,9.4,10.5,0.5,0,0.5
2012,721,Richmond County,N,2050,Barton Chapel Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,62.8,41.8,9.7,11.3,0,0,0
2012,721,Richmond County,N,2056,Hephzibah High School,"09, 10, 11, 12",H,62.5,40.6,9.4,10.3,0,2.2,2.2
2012,721,Richmond County,N,1065,Windsor Spring Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.7,39,10.3,8.3,0.5,3.6,4.1
2012,721,Richmond County,N,0189,Jamestown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,61.1,43,8.6,9,0.5,0,0.5
2012,721,Richmond County,N,4054,Gracewood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60.6,45.4,9.2,6,0,0,0
2012,721,Richmond County,N,0115,W.S. Hornsby K-8 School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,60.3,37.9,9.9,12,0.5,0,0.5
2012,721,Richmond County,N,0116,Lamar - Milledge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,60,41.6,10.1,8.3,0,0,0
2012,721,Richmond County,N,5054,Hains Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,59.2,43,8.2,7.5,0.5,0,0.5
2012,721,Richmond County,N,0301,Jenkins-White Elementary Charter School,"PK, KK, 01, 02, 03, 04, 05",E,58.2,39.7,9,9,0.5,0,0.5
2012,721,Richmond County,N,0101,Craig-Houghton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,58,36.5,10.6,9,0,1.9,1.9
2012,721,Richmond County,N,4050,Blythe Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,57.7,44.2,6.2,6.8,0.5,0,0.5
2012,721,Richmond County,N,3062,Sego Middle School,"06, 07, 08",M,57.6,40.4,8.2,9,0,0,0
2012,721,Richmond County,N,0197,Glenn Hills Middle School,"06, 07, 08",M,57.2,40.2,8.7,8.3,0,0,0
2012,721,Richmond County,N,2054,Glenn Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,56.5,42.8,6.6,6,0.5,0.6,1.1
2012,721,Richmond County,N,0184,Morgan Road Middle School,"06, 07, 08",M,56.1,42.5,7.8,5.3,0.5,0,0.5
2012,721,Richmond County,N,0190,Collins Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,56.1,37.5,9.1,9,0.5,0,0.5
2012,721,Richmond County,N,5566,Laney High School,"09, 10, 11, 12",H,55.8,35.9,9.8,9.4,0,0.7,0.7
2012,721,Richmond County,N,3756,Josey High School,"09, 10, 11, 12",H,55.7,33.7,8.9,13.1,0,0,0
2012,721,Richmond County,N,0104,Wilkinson Gardens Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,54.9,40.2,9,3.8,0,1.9,1.9
2012,721,Richmond County,N,3050,Bayvale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,53.4,40.5,8.4,4.5,0,0,0
2012,721,Richmond County,N,0190,Collins Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",M,52.6,37.5,8.6,6,0.5,0,0.5
2012,721,Richmond County,N,4064,Wheeless Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,52.5,40.7,7.5,3.8,0.5,0,0.5
2012,721,Richmond County,N,1052,Butler High School,"09, 10, 11, 12",H,52.5,33.8,8.4,10.3,0,0,0
2012,721,Richmond County,N,3054,Glenn Hills High School,"09, 10, 11, 12",H,50.5,32.7,7.5,10.3,0,0,0
2012,721,Richmond County,N,0177,Meadowbrook Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,49.8,36.3,9.2,3.8,0.5,0,0.5
2012,721,Richmond County,N,0107,Lighthouse Care Center of Augusta,"06, 07, 08, 09, 10, 11",H,46.2,32,7.3,NA,0,,0
2012,722,Rockdale County,E,0174,Honey Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,94.3,61.7,10.7,15,1.5,5.4,6.9
2012,722,Rockdale County,E,0197,Lorraine Elementary School,"KK, 01, 02, 03, 04, 05",E,93.4,63.3,9.7,15,1.5,3.9,5.4
2012,722,Rockdale County,E,0107,General Ray Davis Middle School,"06, 07, 08",M,93.2,62.7,9.7,15,1,4.8,5.8
2012,722,Rockdale County,E,0178,Barksdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,92,58.3,10.1,15,2,6.6,8.6
2012,722,Rockdale County,E,5050,House Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,91.6,57,10.3,15,1.5,7.8,9.3
2012,722,Rockdale County,E,2050,Flat Shoals Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,89.3,58.3,10.4,11.3,2,7.3,9.3
2012,722,Rockdale County,E,0294,Memorial Middle School,"06, 07, 08",M,88.4,59.6,10.8,12,1,5,6
2012,722,Rockdale County,E,0378,Edwards Middle School,"06, 07, 08",M,88.2,59,10.4,12,1,5.8,6.8
2012,722,Rockdale County,E,2052,Pine Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,88.1,56.9,9.9,11.3,1.5,8.5,10
2012,722,Rockdale County,E,0110,Hicks Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,85.5,55.7,10.2,11.3,2,6.3,8.3
2012,722,Rockdale County,E,0278,Conyers Middle School,"06, 07, 08",M,84,57.8,9.9,11.3,1,4,5
2012,722,Rockdale County,E,0189,Sims Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,83.9,54.5,10.3,10.5,1.5,7.1,8.6
2012,722,Rockdale County,E,0102,Peek's Chapel Elementary,"PK, KK, 01, 02, 03, 04, 05",E,82.1,54.9,9.3,10.5,2,5.4,7.4
2012,722,Rockdale County,E,0194,Shoal Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,82,54.6,9.8,11.3,2,4.3,6.3
2012,722,Rockdale County,E,0289,Hightower Trail Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,81.2,53.3,9.7,10.5,2,5.7,7.7
2012,722,Rockdale County,E,0176,Heritage High School,"09, 10, 11, 12",H,72.6,50.7,8.9,12.2,0.5,0.3,0.8
2012,781,Marietta City,Y,0203,Marietta Middle School ,"07, 08",M,79.6,55.5,8.7,10.5,1,3.9,4.9
2012,781,Marietta City,Y,0307,"Nelson L. Price Treatment Center of GBCH and FM, Inc.","09, 10",H,NA,NA,NA,NA,NA,NA,NA
2012,781,Marietta City,Y,2052,Park Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,78,52.1,9.1,10.5,1,5.3,6.3
2012,722,Rockdale County,E,3052,Rockdale County High School,"09, 10, 11, 12",H,70.3,49,8.6,11.3,1,0.4,1.4
2012,722,Rockdale County,E,0192,Salem High School,"09, 10, 11, 12",H,64.3,46.6,8.5,8.4,0.5,0.3,0.8
2012,785,Rome City,N,2054,West End Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,95,63.1,11.9,13.5,0,6.5,6.5
2012,785,Rome City,N,0293,Rome Middle School,"07, 08",M,94.2,63.5,12,13.5,0.5,4.7,5.2
2012,785,Rome City,N,0275,East Central Elementary School,"KK, 01, 02, 03, 04, 05, 06",M,90.3,60.8,10.9,14.3,0.5,3.8,4.3
2012,785,Rome City,N,0275,East Central Elementary School,"KK, 01, 02, 03, 04, 05, 06",E,89.9,61.6,10.8,12.8,0.5,4.2,4.7
2012,785,Rome City,N,0105,Elm Street Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",M,88.4,56.5,10.6,NA,0.5,9,9.5
2012,785,Rome City,N,4052,North Heights Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,84.6,52.6,9.8,12.8,0.5,8.9,9.4
2012,785,Rome City,N,0105,Elm Street Elementary,"PK, KK, 01, 02, 03, 04, 05, 06",E,80.1,53.9,10.3,9,0.5,6.4,6.9
2012,785,Rome City,N,2054,West End Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,79,54.7,8,12,0,4.3,4.3
2012,785,Rome City,N,0173,West Central Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,78,48,10.9,10.5,1,7.6,8.6
2012,785,Rome City,N,1054,Southeast Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,77.8,50.2,10.4,NA,0.5,6,6.5
2012,785,Rome City,N,0193,Rome High School,"09, 10, 11, 12",H,75.4,53.7,9,11.3,1,0.4,1.4
2012,785,Rome City,N,0173,West Central Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,74.9,50.1,9.6,9,1,5.2,6.2
2012,785,Rome City,N,3052,Main Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,72.5,46.1,10,NA,0.5,6,6.5
2012,785,Rome City,N,4052,North Heights Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,71.6,49.3,8.3,NA,0.5,3.3,3.8
2012,785,Rome City,N,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,89.2,61.3,11.2,12.8,0,3.9,3.9
